,AAPL_daily_return,ADBE_daily_return,ADP_daily_return,AEP_daily_return,AMAT_daily_return,AMGN_daily_return,ANSS_daily_return,ATVI_daily_return,AZN_daily_return,BKNG_daily_return,CDNS_daily_return,CHTR_daily_return,COST_daily_return,CRWD_daily_return,CSGP_daily_return,CTAS_daily_return,DDOG_daily_return,DXCM_daily_return,EBAY_daily_return,EXC_daily_return,FAST_daily_return,FTNT_daily_return,GILD_daily_return,GOOGL_daily_return,IDXX_daily_return,INTC_daily_return,ISRG_daily_return,KDP_daily_return,KLAC_daily_return,LRCX_daily_return,MAR_daily_return,MDLZ_daily_return,META_daily_return,MRNA_daily_return,MSFT_daily_return,NFLX_daily_return,NXPI_daily_return,ORLY_daily_return,PAYX_daily_return,PDD_daily_return,PYPL_daily_return,REGN_daily_return,ROST_daily_return,SGEN_daily_return,SNPS_daily_return,TMUS_daily_return,TXN_daily_return,VRTX_daily_return,WBD_daily_return,XEL_daily_return,ZS_daily_return
CDNS_daily_return,0.5303226470686964,0.727044703359535,0.3669188180790239,0.06416287714733224,0.6032077455365045,0.13665503286018466,0.7635097033540652,0.39618902240783427,0.09956587443750821,0.28402211449652404,1.0,0.25519810465196624,0.4459029064799042,0.512032507481814,0.43549984282243015,0.48634441887346846,0.5253463019655447,0.49359585904882886,0.2511709538878474,0.2219801870049849,0.39257448213727114,0.6240774036699066,0.08197360809646972,0.5165196295127744,0.6356637154093931,0.44054584378198797,0.5668671590059564,0.17579421507242704,0.6595676261224775,0.594069170830537,0.18090232809256585,0.1916182777859883,0.46575542230916905,0.14751197594460458,0.6481613778478884,0.4738476877724844,0.5713812996335287,0.14255764313840788,0.40985071349122243,0.2958520910833178,0.5643551548753191,0.32655606637761586,0.25497869816577784,0.2709172301050456,0.8800206614734147,0.2509318372527216,0.6526277313608484,0.17675994205105974,-0.18759956641596176,0.10159537540766089,0.5868883015092174
CHTR_daily_return,0.1463541532069042,0.16812817273680009,0.17886095637143865,0.25789135925249423,0.14693201182191604,0.2531773104495693,0.25947489924583733,0.17759733376116044,0.1490620622791486,0.22476972062168155,0.25519810465196624,1.0,0.1899248344448366,0.13444200875357182,0.2726382748969956,0.24225612424465032,0.10796117457964495,0.1743924524132118,-0.07140969647110663,0.2427910842429559,0.1271156781293122,0.1795148219474213,0.12508951855946046,0.1992833388053257,0.19722303483999412,0.20426343282655476,0.23792104609899337,0.17472312037229076,0.1688499808043549,0.1189353949875192,0.14821516178625993,0.36381419015294875,0.2054412229718117,0.0332768335949469,0.19989570808374918,0.2504799873150214,0.1268046658211684,0.2408399865836094,0.2310361994350058,0.00405386160177916,0.22062810555785645,0.09988237239637153,0.2624295327526859,0.21545725557362075,0.26263132786461785,0.4057325166477954,0.2493918692893512,0.1383860802981575,0.02103935383452973,0.19881863679426368,0.1326026361187612
COST_daily_return,0.46335298663342683,0.5262189722472479,0.40509824914257764,0.21707049195958852,0.29453105945180597,0.18562680424832098,0.42456660430332127,0.160716720637987,0.10638321140250014,0.03808367473607234,0.4459029064799042,0.1899248344448366,1.0,0.13586139500424155,0.2476270632835953,0.44038267448935,0.20859085495647797,0.2130578888506608,0.23117642767714072,0.3676928444308689,0.39334906395149116,0.4534760184027,0.08313001762057085,0.35013800887371355,0.39187041374935916,0.22062245369379946,0.3806250893174864,0.3072732928443653,0.31674431269651115,0.27883783028809234,0.06249251913233715,0.3843290985349411,0.38308754357072516,0.08123155161180476,0.5124052458211723,0.335199233232246,0.32592270256857,0.35031232311349647,0.38730059427011476,0.09035467536469995,0.2621341493211471,0.24453295972180544,0.18640328137560216,0.024261558765941996,0.4679511203984652,0.21185279335954826,0.3776285069803904,0.09524579283587552,-0.15762518614872098,0.25089178269219464,0.25549820331582057
CRWD_daily_return,0.29314881891019096,0.497528714406763,0.11158935933794892,-0.1407731124508341,0.3369532768742887,-0.016400372945485596,0.472992210007835,0.21647433146817882,-0.019410895874527483,0.23308604893421722,0.512032507481814,0.13444200875357182,0.13586139500424155,1.0,0.3141394502747211,0.2365703171553402,0.6085317959268097,0.44796072201708786,0.23913427241483332,0.04577524931982264,0.16164340418366582,0.5075992838183916,-0.08936914289820834,0.30130005384233216,0.5068358686349363,0.19591066401888396,0.3466560509563796,-0.03530457133145308,0.34029111604297296,0.295212539061362,0.08078189192494159,-0.06197421151469273,0.23573249833433957,0.22341669271638495,0.3575706831378194,0.3631361329139484,0.33788993223212166,0.014111651522283827,0.11196230739667568,0.3562792774865559,0.4975912518519082,0.130108576979515,0.11647249454369377,0.30400945617708247,0.512452023800262,0.10721175244829927,0.31105118103098417,0.050287834950026866,-0.017194442764271723,-0.10904108232309048,0.7044956264966874
CSGP_daily_return,0.3659523593706844,0.39823248226297325,0.39379999032617025,0.20133461405386976,0.23564115075459244,0.30958401474499236,0.44945870460835785,0.25488466940321175,0.0586523851442511,0.2828154420204375,0.43549984282243015,0.2726382748969956,0.2476270632835953,0.3141394502747211,1.0,0.4072411134771866,0.4343378045491004,0.38376638750856734,0.17812270321626925,0.2627350673787286,0.29361172705114474,0.3716289053452947,0.12194864465261482,0.2680695744365192,0.43202838736773375,0.2312970227303755,0.36997599434353795,0.16890376119679348,0.28177413014502595,0.23408287666938332,0.16947270191256963,0.19424269259081225,0.29630993149711676,0.1575745727574634,0.39012680613479683,0.33609397390801327,0.3298180129117337,0.27448113100694427,0.3517072695228087,0.2346469496968545,0.37019165773956386,0.20947584326791832,0.2862040094386869,0.15446135292915095,0.4424525058350029,0.28514945186019786,0.4278673855424721,0.16484122332334125,0.06584146493216012,0.31849590341917794,0.36053233321997474
CTAS_daily_return,0.4505747777599873,0.4861158932789968,0.512133172084713,0.26750827607081884,0.38330458930989275,0.26166309189049963,0.48718870444618073,0.2608744759938424,0.07605272450342895,0.3363855539472925,0.48634441887346846,0.24225612424465032,0.44038267448935,0.2365703171553402,0.4072411134771866,1.0,0.3162712837887339,0.35171798265460436,0.24864940511989214,0.4239635301686061,0.5402549267354928,0.4137673814906365,0.13605609636980914,0.45153460146911545,0.44577274933572264,0.35380829413573966,0.47361628238987447,0.3151868095620803,0.38312710285940715,0.3507843596496489,0.33782492990335244,0.33760590498109144,0.3683504876857252,0.04450547101970118,0.5270056294204094,0.29048789706585504,0.41377510635001885,0.42890938584121274,0.5206252355742199,0.1932821593602542,0.3832388121052919,0.16992408363921013,0.4285278343554493,0.1695233239976233,0.5209611060952787,0.3460045440947907,0.5053818341260602,0.12717235776443953,0.009385539840322643,0.29382310436032105,0.25311786446679135
DDOG_daily_return,0.379898878274903,0.5313009064481211,0.21835418765123915,-0.022193190852340627,0.3459730576644099,0.08421367130112702,0.5137591486333545,0.22367788683186932,0.0071688202071997975,0.31647327122456653,0.5253463019655447,0.10796117457964495,0.20859085495647797,0.6085317959268097,0.4343378045491004,0.3162712837887339,1.0,0.5195049911267123,0.19870091587348676,0.16270625304269187,0.20957197221655646,0.5158017581145392,-0.04016422509327319,0.3431680063368516,0.49385961680710494,0.18659506702151898,0.43885999069705517,0.03607215008891376,0.39448882407337094,0.33775165913716104,0.17516065432634537,0.006592490327496019,0.3035721190744786,0.16434782310616583,0.43432724521759997,0.37653117120263796,0.37148991703376544,0.06941556880502872,0.20005457603860682,0.2983086770690764,0.4400128531303727,0.14350243861073447,0.20893481547039394,0.3531003079142499,0.545083706626268,0.09604695754823661,0.3663378001373504,0.06572169327646044,0.01929383317874997,0.028999292412779393,0.6359651555897216
DXCM_daily_return,0.34675168605028045,0.49903376891348344,0.20683175713002697,-0.049982133640823274,0.34450879384896466,0.05276979947887962,0.4959106254477187,0.2535347515921752,0.007432943124185838,0.26758149205062365,0.49359585904882886,0.1743924524132118,0.2130578888506608,0.44796072201708786,0.38376638750856734,0.35171798265460436,0.5195049911267123,1.0,0.12212539613856915,0.13683084651677077,0.19918405004281295,0.38445070451052643,-0.036562660324972296,0.37135954168477014,0.4760397793338368,0.235043893561051,0.45563217866192557,0.13078403391595542,0.460355732862794,0.31812135453474744,0.14362143773285116,0.050384896095706705,0.3135073130143348,0.17287010451770538,0.4431598666581568,0.3615954369872183,0.3447042983709977,0.08044057644621438,0.2641238499207026,0.324125766165095,0.3847777079248467,0.12662519279413528,0.16427259767147095,0.30896759623625564,0.4908055965763819,0.17868866010642165,0.3496632733502755,0.10821543834004284,-0.07834348025782963,0.06945754295432331,0.45465105759662905
EBAY_daily_return,0.2395386521145609,0.3043275182249895,0.2327105759887996,0.057048373977394005,0.2676092483285539,0.20070119371267675,0.2709412670740876,0.13590164509060818,0.134386307049746,0.09573232657769379,0.2511709538878474,-0.07140969647110663,0.23117642767714072,0.23913427241483332,0.17812270321626925,0.24864940511989214,0.19870091587348676,0.12212539613856915,1.0,0.21874711182247755,0.3192204312776716,0.3029851991920565,0.2400354290477531,0.2251289575788591,0.29314097073905876,0.13204314566760356,0.19001583430147126,0.17899283124088,0.24892532824421593,0.24577639107750884,0.04484439094778224,0.18098231010015417,0.1428155485572245,0.09545224207649854,0.30676748462606346,0.11358874336393181,0.2864092965377664,0.13984184721471976,0.22079293647820653,0.1969132250055266,0.30750148097860663,0.24102690126802423,0.14584704258385922,0.05702396359445242,0.2868173664156016,0.073865596754888,0.26900738462754203,0.04461016825098134,0.024301573162778145,0.08417294853155986,0.2252525063003643
EXC_daily_return,0.23297856552379412,0.25899000794789095,0.3862561275403506,0.640391961464271,0.15484122575652448,0.33446948846271646,0.2198395094906872,0.1811805029574293,0.16063730083552827,0.31759479756501463,0.2219801870049849,0.2427910842429559,0.3676928444308689,0.04577524931982264,0.2627350673787286,0.4239635301686061,0.16270625304269187,0.13683084651677077,0.21874711182247755,1.0,0.3301755503207929,0.19153357435157306,0.2554478525885897,0.2413939842369707,0.2814604183657356,0.2353897441268914,0.2803251461992813,0.3866362489314642,0.18289523629714038,0.15546010439149,0.21725757221012632,0.521304381580684,0.23083490730449963,-0.030747772867738842,0.29196750540784194,0.18279135179814818,0.23165908548558778,0.37968529142285545,0.45951147647980295,0.056339157971150314,0.14907488046021997,0.3027115172900058,0.40879628605288953,0.12680360295458867,0.28224089301025246,0.36194014305065997,0.2463398432805827,0.17703139550614713,0.03125444142098593,0.6044946877155998,0.08872120473548392
FAST_daily_return,0.35044157663706066,0.3602342049504229,0.5562885114376646,0.2314891091580115,0.3642353262324819,0.3032508196236288,0.4078449342451963,0.18417185110808304,0.10940533824758931,0.2244615189747332,0.39257448213727114,0.1271156781293122,0.39334906395149116,0.16164340418366582,0.29361172705114474,0.5402549267354928,0.20957197221655646,0.19918405004281295,0.3192204312776716,0.3301755503207929,1.0,0.38473194306771114,0.19787422948741798,0.2750243972387585,0.3370329928626361,0.2492915277638437,0.3438179766632293,0.3581178705580933,0.37701271644310336,0.3726201290080455,0.2856182934320189,0.3468659719034694,0.24429123433611674,-0.03144326734212317,0.36060935889133683,0.032948192664028673,0.3996674721776852,0.39147210407422706,0.48780415110362135,0.08600424542509001,0.2797278884224617,0.2548580510663926,0.3579564410930325,0.10198184952186966,0.4277410047299671,0.24031490978881534,0.4290681030528705,0.10673551807215886,-0.002143934204011055,0.2600016274809641,0.19070021764897702
FTNT_daily_return,0.48025327665024997,0.6403053003486997,0.47710521759400715,0.056218368140954184,0.47963385952991006,0.1651431887715713,0.581458554521121,0.2105077808126202,0.0952142221613551,0.2617303800070337,0.6240774036699066,0.1795148219474213,0.4534760184027,0.5075992838183916,0.3716289053452947,0.4137673814906365,0.5158017581145392,0.38445070451052643,0.3029851991920565,0.19153357435157306,0.38473194306771114,1.0,0.02783754424288309,0.40340632863269116,0.5751803622338407,0.32150990984123634,0.46536030160620534,0.14251288668772336,0.47556452054456727,0.4287562449809861,0.1731210620552728,0.17298279902237054,0.3833544249192292,0.20583155578631365,0.574570413041546,0.36645694265850653,0.49118157427868264,0.294536192555909,0.4231466887372772,0.22596436972889292,0.46886178902653525,0.24733325494435485,0.23906830189724573,0.24742677344325714,0.6022199331130947,0.22608117067258146,0.520572167910995,0.12024435303029872,-0.132839465837558,0.08191447283400088,0.6434492016929554
GILD_daily_return,0.11942293194203252,0.01766129072528399,0.18109661881620173,0.32504057965996574,0.06299711806490788,0.4869148443485071,0.0745838202667626,0.15079516827695907,0.3011817940307117,0.04959182325154055,0.08197360809646972,0.12508951855946046,0.08313001762057085,-0.08936914289820834,0.12194864465261482,0.13605609636980914,-0.04016422509327319,-0.036562660324972296,0.2400354290477531,0.2554478525885897,0.19787422948741798,0.02783754424288309,1.0,0.09469799013031122,0.12287991266451864,0.04004666404639898,0.061814121913030526,0.2681216035838476,0.021850785160120775,0.11023369515774314,-0.01828556857404418,0.3135365622952053,0.05976887541070758,0.1167188608923583,0.039641146949654295,0.00783138118802856,0.12640614379928397,0.13135350153496667,0.19789697818743882,-0.020257924002208327,0.01996086960661866,0.4275852985682636,0.05242612821545903,0.28825863782862643,0.1144907691327263,0.2066898955093934,0.10952270914202658,0.2644632388630518,0.052894326473823985,0.28951862526475597,-0.07834338955006596
GOOGL_daily_return,0.5515562646289686,0.5481297243492673,0.30614037085108897,0.10996118984444897,0.45709757112090016,0.14437542902791145,0.5593883178120291,0.2910380480336865,0.03115106605301817,0.35632439208918737,0.5165196295127744,0.1992833388053257,0.35013800887371355,0.30130005384233216,0.2680695744365192,0.45153460146911545,0.3431680063368516,0.37135954168477014,0.2251289575788591,0.2413939842369707,0.2750243972387585,0.40340632863269116,0.09469799013031122,1.0,0.4084162127326035,0.3846651999274507,0.4515212689832887,0.15680356233744483,0.4352354349338198,0.45661314416831916,0.3308864865664433,0.23360681856989496,0.5803508492690888,0.06338122958381377,0.7220980885528782,0.4598271330480266,0.4633157690994399,0.21940506799100118,0.36842846613012636,0.34060234548182866,0.47824919637848684,0.24653884320643957,0.26008740555471804,0.20039962632006725,0.5492958186660778,0.348157139678147,0.4559332868180011,0.17262593840617788,-0.023336032189521887,0.12600402456599452,0.34383529136193786
IDXX_daily_return,0.5000566932399186,0.6359957882326801,0.3612512968101186,0.13951966250098463,0.4073485351832095,0.19615183565950264,0.6138419448965347,0.3353204115915716,0.15706802802948336,0.3346565249802135,0.6356637154093931,0.19722303483999412,0.39187041374935916,0.5068358686349363,0.43202838736773375,0.44577274933572264,0.49385961680710494,0.4760397793338368,0.29314097073905876,0.2814604183657356,0.3370329928626361,0.5751803622338407,0.12287991266451864,0.4084162127326035,1.0,0.2955320257462898,0.5691858783070793,0.16741003067514118,0.43273990786456784,0.3839307443706477,0.19077314088252978,0.2328180066250021,0.4090165576646596,0.1694285528553962,0.5789036258228719,0.40848886898583375,0.45698506569703645,0.18657139332521544,0.3791478668459065,0.29598615363385994,0.5355218630881351,0.33899450205079795,0.25191370335389285,0.30590193382451303,0.6408276463253916,0.32339420589447637,0.4701015997948774,0.24875250314162145,-0.08590842513174134,0.23142394753931766,0.5398223255619219
INTC_daily_return,0.37173261823097487,0.3209444946615049,0.21773286106021547,0.05519828651146998,0.5415886345540152,0.19933751732430965,0.4500706742288924,0.22217755145875095,0.1083390697878248,0.35777049543741457,0.44054584378198797,0.20426343282655476,0.22062245369379946,0.19591066401888396,0.2312970227303755,0.35380829413573966,0.18659506702151898,0.235043893561051,0.13204314566760356,0.2353897441268914,0.2492915277638437,0.32150990984123634,0.04004666404639898,0.3846651999274507,0.2955320257462898,1.0,0.3991391877165539,0.11334557806961548,0.522867295120899,0.5328313195114455,0.3475845666130595,0.13402201332955957,0.3738001891111728,0.08464434023897939,0.3863697714674787,0.2575091347127723,0.5569888461226146,0.18670504340637234,0.2762729346993048,0.2313333388929683,0.4180022449782773,0.14618550975252126,0.3335362632254407,0.07673449111560444,0.4593514671770567,0.22386382425162002,0.6070378945360164,0.09913091166721975,0.015956419768064212,0.04570305396626188,0.21192236026655306
ISRG_daily_return,0.507786041986371,0.5324018427322091,0.36131154520621706,0.09089523509649174,0.4350808905161191,0.23283082354496962,0.5257834646419036,0.20594950113291216,0.12536294289557312,0.32745336830987354,0.5668671590059564,0.23792104609899337,0.3806250893174864,0.3466560509563796,0.36997599434353795,0.47361628238987447,0.43885999069705517,0.45563217866192557,0.19001583430147126,0.2803251461992813,0.3438179766632293,0.46536030160620534,0.061814121913030526,0.4515212689832887,0.5691858783070793,0.3991391877165539,1.0,0.24725420710945495,0.4511629321296093,0.38758567477134076,0.30052382202347844,0.3035239964561101,0.32885180919700413,0.10434319976142972,0.5906869780913309,0.3514534105634251,0.3890868806919189,0.19367739783062501,0.41598622281630837,0.258311523762765,0.4567872659289215,0.2871977091174324,0.30672310372030853,0.21552414309712353,0.6157342259293179,0.3044878470779501,0.42164626743518857,0.201703027261544,-0.005799657765096574,0.170932796660772,0.3857680054001061
KDP_daily_return,0.2610206098450443,0.1738366296761214,0.37010808587774363,0.41625676356135727,0.0970924902830044,0.34215394671202043,0.18465854527490275,0.1669349160438832,0.11309348372975903,0.0971738064641097,0.17579421507242704,0.17472312037229076,0.3072732928443653,-0.03530457133145308,0.16890376119679348,0.3151868095620803,0.03607215008891376,0.13078403391595542,0.17899283124088,0.3866362489314642,0.3581178705580933,0.14251288668772336,0.2681216035838476,0.15680356233744483,0.16741003067514118,0.11334557806961548,0.24725420710945495,1.0,0.1073299424096071,0.09783802719524626,0.10420405428902718,0.5027470274641187,0.2690749219372424,-0.03944509046489063,0.2787055628478965,0.1347748416939195,0.1154361388944986,0.20815097571004043,0.35898682970967566,0.07539376507164611,0.08435994706698803,0.2894368811854693,0.25637474992400605,0.09217584271953173,0.2182337750764718,0.2259082229656154,0.13026398284642554,0.12472429158669077,0.13118676549952113,0.38299879956809296,0.0009287267817427736
